time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 15:17:28:896,-0.14,1.53,0.19,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.03,1.55,0.09,0.03,0.00,0.02,-0.02,0.00,-0.02
2021.4.16 15:17:29:53,-0.13,1.54,0.19,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.04,0.01,0.05,0.01,0.01,-0.02
2021.4.16 15:17:29:69,-0.13,1.54,0.19,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.04,0.01,0.05,0.01,-0.04,0.00
2021.4.16 15:17:29:91,-0.13,1.54,0.19,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.03,0.00,0.05,0.01,0.00,-0.02
2021.4.16 15:17:29:102,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.03,0.00,0.05,0.01,0.00,-0.01
2021.4.16 15:17:29:108,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.03,0.00,0.05,0.01,0.00,-0.01
2021.4.16 15:17:29:113,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.03,0.00,0.05,0.01,0.00,-0.01
2021.4.16 15:17:29:124,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.05,0.01,0.00,-0.01
2021.4.16 15:17:29:135,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.05,0.02,0.00,-0.01
2021.4.16 15:17:29:148,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.04,0.01,0.00,0.00
2021.4.16 15:17:29:157,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.04,0.01,0.00,-0.01
2021.4.16 15:17:29:169,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,-0.01,0.03,0.00,0.00,-0.01
2021.4.16 15:17:29:180,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.03,0.00,0.00,-0.01
2021.4.16 15:17:29:191,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.02,0.00,0.00,-0.01
2021.4.16 15:17:29:202,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.02,0.00,0.00,-0.01
2021.4.16 15:17:29:213,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.02,0.00,0.02,0.01,-0.01,-0.01
2021.4.16 15:17:29:224,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.01,0.00,0.01,0.01,-0.01,0.00
2021.4.16 15:17:29:237,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.01,0.00,0.01,0.01,-0.02,0.00
2021.4.16 15:17:29:247,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.01,0.00,0.01,0.01,-0.02,0.00
2021.4.16 15:17:29:259,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.09,0.01,0.00,0.01,0.01,-0.02,0.01
2021.4.16 15:17:29:269,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,0.00,0.01,0.01,-0.03,0.01
2021.4.16 15:17:29:280,-0.13,1.54,0.20,0.16,1.33,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,0.00,0.01,0.01,-0.03,0.02
2021.4.16 15:17:29:292,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.00,-0.01,0.01,0.01,-0.04,0.02
2021.4.16 15:17:29:302,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.00,-0.01,0.01,0.01,-0.05,0.02
2021.4.16 15:17:29:314,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,-0.01,0.02,0.00,-0.05,0.02
2021.4.16 15:17:29:325,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,-0.01,0.02,0.00,-0.05,0.02
2021.4.16 15:17:29:338,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,-0.01,0.02,0.00,-0.05,0.02
2021.4.16 15:17:29:347,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,-0.01,0.02,0.01,-0.05,0.02
2021.4.16 15:17:29:360,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.01,0.00,0.02,0.02,-0.05,0.01
2021.4.16 15:17:29:369,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.02,-0.05,0.01
2021.4.16 15:17:29:381,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.02,-0.05,0.01
2021.4.16 15:17:29:398,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.02,-0.05,0.01
2021.4.16 15:17:29:404,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.02,-0.05,0.02
2021.4.16 15:17:29:414,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.02,-0.05,0.02
2021.4.16 15:17:29:426,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.01,-0.05,0.02
2021.4.16 15:17:29:437,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,0.00,0.02,0.00,-0.06,0.02
2021.4.16 15:17:29:447,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.02,0.00,-0.07,0.03
2021.4.16 15:17:29:459,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.02,-0.01,-0.08,0.03
2021.4.16 15:17:29:470,-0.13,1.54,0.20,0.16,1.32,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.01,-0.09,0.04
2021.4.16 15:17:29:481,-0.13,1.54,0.20,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.10,0.04
2021.4.16 15:17:29:492,-0.13,1.54,0.20,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.12,0.04
2021.4.16 15:17:29:504,-0.13,1.54,0.20,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.13,0.04
2021.4.16 15:17:29:515,-0.13,1.54,0.20,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.13,0.04
2021.4.16 15:17:29:528,-0.13,1.54,0.21,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.01,-0.14,0.05
2021.4.16 15:17:29:538,-0.12,1.54,0.21,0.16,1.31,0.37,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.02,-0.13,0.05
2021.4.16 15:17:29:549,-0.12,1.54,0.21,0.16,1.31,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.02,-0.13,0.05
2021.4.16 15:17:29:559,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.02,-0.13,0.05
2021.4.16 15:17:29:570,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.01,-0.13,0.04
2021.4.16 15:17:29:582,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,-0.01,-0.13,0.04
2021.4.16 15:17:29:593,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.13,0.04
2021.4.16 15:17:29:604,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.55,0.10,0.02,-0.01,0.03,0.00,-0.13,0.04
2021.4.16 15:17:29:616,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.54,0.10,0.01,-0.01,0.03,0.01,-0.12,0.03
2021.4.16 15:17:29:628,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.54,0.10,0.01,-0.01,0.03,0.01,-0.12,0.03
2021.4.16 15:17:29:638,-0.12,1.54,0.21,0.16,1.30,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.54,0.10,0.01,-0.01,0.03,0.00,-0.11,0.03
2021.4.16 15:17:29:649,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.04,1.54,0.10,0.00,-0.01,0.04,-0.01,-0.10,0.03
2021.4.16 15:17:29:660,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.54,0.10,0.00,-0.01,0.03,-0.02,-0.09,0.04
2021.4.16 15:17:29:671,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.54,0.10,0.00,-0.01,0.03,-0.02,-0.08,0.03
2021.4.16 15:17:29:682,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.54,0.10,0.00,-0.01,0.03,-0.01,-0.07,0.03
2021.4.16 15:17:29:694,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.54,0.10,0.00,-0.01,0.03,0.00,-0.07,0.04
2021.4.16 15:17:29:705,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.54,0.10,-0.01,-0.01,0.03,0.01,-0.07,0.04
2021.4.16 15:17:29:718,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.10,-0.01,-0.01,0.03,0.00,-0.06,0.04
2021.4.16 15:17:29:730,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.10,-0.01,-0.01,0.03,0.00,-0.06,0.04
2021.4.16 15:17:29:738,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.10,-0.01,-0.01,0.03,-0.01,-0.05,0.04
2021.4.16 15:17:29:749,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.10,-0.01,-0.01,0.03,-0.01,-0.04,0.04
2021.4.16 15:17:29:760,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.11,-0.01,-0.01,0.03,-0.01,-0.04,0.04
2021.4.16 15:17:29:771,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.11,-0.01,-0.02,0.04,-0.01,-0.03,0.04
2021.4.16 15:17:29:784,-0.12,1.54,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.11,0.00,-0.02,0.05,-0.01,-0.02,0.05
2021.4.16 15:17:29:796,-0.12,1.53,0.21,0.16,1.29,0.38,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.11,0.00,-0.02,0.05,-0.01,-0.02,0.05
2021.4.16 15:17:29:807,-0.12,1.53,0.21,0.16,1.29,0.39,-0.23,0.16,0.07,0.16,0.16,0.06,0.05,1.55,0.11,0.00,-0.02,0.06,-0.01,-0.02,0.05
