time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.9 20:55:44:828,-0.05,1.15,0.42,0.16,1.27,0.44,-0.12,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.01,0.01,0.00,0.03,-0.03,0.00
2021.4.9 20:55:44:972,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.03,0.00,0.01,0.04,-0.01,-0.01
2021.4.9 20:55:44:989,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.03,0.00,0.01,0.03,-0.01,-0.01
2021.4.9 20:55:45:09,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.04,0.00,0.01,0.01,-0.01,-0.02
2021.4.9 20:55:45:25,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.04,0.00,0.01,0.01,0.00,-0.03
2021.4.9 20:55:45:38,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.04,0.01,0.01,0.01,0.01,-0.03
2021.4.9 20:55:45:48,-0.05,1.15,0.42,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.04,0.01,0.01,0.01,0.01,-0.03
2021.4.9 20:55:45:57,-0.04,1.15,0.43,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.05,0.01,0.01,0.01,0.01,-0.03
2021.4.9 20:55:45:65,-0.04,1.15,0.43,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.05,0.01,0.01,0.01,0.01,-0.03
2021.4.9 20:55:45:74,-0.04,1.15,0.43,0.17,1.27,0.43,-0.13,0.17,0.12,0.21,0.19,0.07,0.04,1.61,0.22,0.05,0.02,0.01,0.01,0.01,-0.03
