time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.12 10:25:04:495,-0.20,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.04,-0.10,1.75,-0.99,0.01,0.07,-0.02,0.05,0.03,-0.05
2021.4.12 10:25:04:640,-0.21,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.04,-0.02,0.02,-0.01,-0.02,-0.02
2021.4.12 10:25:04:651,-0.21,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.03,-0.02,0.02,-0.01,-0.01,-0.03
2021.4.12 10:25:04:669,-0.21,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.02,-0.02,0.02,-0.01,-0.01,-0.04
2021.4.12 10:25:04:679,-0.21,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.01,-0.02,0.02,-0.01,-0.01,-0.04
2021.4.12 10:25:04:687,-0.21,1.32,-0.57,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.01,-0.02,0.02,-0.01,-0.01,-0.04
2021.4.12 10:25:04:693,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.01,-0.01,0.03,-0.01,0.00,-0.04
2021.4.12 10:25:04:699,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.10,1.74,-0.98,-0.01,-0.02,0.02,-0.01,0.00,-0.04
2021.4.12 10:25:04:709,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.04,-0.10,1.74,-0.97,-0.02,-0.02,0.02,-0.02,-0.01,-0.04
2021.4.12 10:25:04:720,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.03,-0.11,1.74,-0.97,-0.02,-0.02,0.02,-0.02,-0.02,-0.04
2021.4.12 10:25:04:732,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.04,-0.11,1.75,-0.97,-0.02,-0.02,0.02,-0.03,-0.03,-0.04
2021.4.12 10:25:04:743,-0.21,1.32,-0.56,-0.02,1.28,-0.54,-0.31,0.20,-0.98,0.10,0.21,-1.04,-0.11,1.75,-0.97,-0.03,-0.03,0.01,-0.04,-0.04,-0.04
