time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 20:10:01:921,-0.22,1.07,0.12,0.11,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.02,1.56,-0.18,-0.11,-0.01,0.01,-0.06,0.00,-0.03
2021.4.10 20:10:02:86,-0.23,1.07,0.12,0.09,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.03,-0.01,0.02,-0.11,-0.03,0.00
2021.4.10 20:10:02:103,-0.24,1.07,0.12,0.09,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.03,-0.01,0.02,-0.11,-0.02,0.00
2021.4.10 20:10:02:135,-0.24,1.07,0.12,0.09,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.01,0.02,-0.11,-0.02,0.00
2021.4.10 20:10:02:151,-0.24,1.07,0.12,0.09,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.02,0.02,-0.10,-0.02,0.00
2021.4.10 20:10:02:160,-0.24,1.07,0.12,0.09,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.02,0.02,-0.09,-0.02,0.00
2021.4.10 20:10:02:170,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.02,0.02,-0.09,-0.02,-0.01
2021.4.10 20:10:02:179,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.01,-0.02,0.02,-0.09,-0.01,-0.01
2021.4.10 20:10:02:188,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.01,-0.02,0.02,-0.08,-0.01,-0.01
2021.4.10 20:10:02:196,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.01,-0.02,0.02,-0.07,-0.01,-0.01
2021.4.10 20:10:02:206,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.01,-0.02,0.02,-0.07,-0.01,-0.01
2021.4.10 20:10:02:217,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.02,0.02,-0.06,-0.01,-0.01
2021.4.10 20:10:02:229,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.03,1.56,-0.18,-0.02,-0.02,0.02,-0.06,-0.01,-0.01
2021.4.10 20:10:02:251,-0.24,1.07,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.03,-0.02,0.02,-0.06,-0.01,-0.01
2021.4.10 20:10:02:280,-0.24,1.06,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.03,-0.02,0.03,-0.08,-0.03,-0.01
2021.4.10 20:10:02:298,-0.24,1.06,0.12,0.08,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.03,-0.02,0.03,-0.08,-0.04,-0.01
2021.4.10 20:10:02:318,-0.24,1.06,0.12,0.07,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.03,-0.02,0.03,-0.08,-0.04,-0.01
2021.4.10 20:10:02:340,-0.24,1.06,0.12,0.07,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.04,-0.01,0.03,-0.08,-0.04,-0.02
2021.4.10 20:10:02:363,-0.24,1.06,0.13,0.07,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.04,-0.01,0.02,-0.07,-0.03,-0.03
2021.4.10 20:10:02:385,-0.24,1.06,0.13,0.07,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.05,-0.01,0.02,-0.08,-0.03,-0.03
2021.4.10 20:10:02:407,-0.24,1.06,0.13,0.07,1.03,0.11,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.04,1.57,-0.18,-0.04,-0.01,0.02,-0.09,-0.03,-0.04
2021.4.10 20:10:02:438,-0.25,1.06,0.13,0.06,1.02,0.10,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.05,1.57,-0.18,-0.05,-0.03,0.02,-0.09,-0.05,-0.04
2021.4.10 20:10:02:452,-0.25,1.06,0.13,0.06,1.02,0.10,-0.20,0.22,-0.19,0.05,0.20,-0.23,-0.05,1.57,-0.18,-0.05,-0.03,0.02,-0.09,-0.05,-0.03
2021.4.10 20:10:02:476,-0.25,1.06,0.13,0.06,1.02,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.05,1.57,-0.18,-0.06,-0.03,0.02,-0.09,-0.05,-0.04
2021.4.10 20:10:02:497,-0.25,1.06,0.13,0.06,1.02,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.05,1.57,-0.18,-0.07,-0.04,0.02,-0.11,-0.05,-0.05
2021.4.10 20:10:02:521,-0.25,1.06,0.13,0.06,1.02,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.05,1.57,-0.18,-0.07,-0.04,0.02,-0.13,-0.06,-0.05
2021.4.10 20:10:02:541,-0.25,1.06,0.13,0.05,1.02,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.06,1.57,-0.17,-0.08,-0.03,0.01,-0.12,-0.06,-0.05
2021.4.10 20:10:02:564,-0.25,1.06,0.13,0.05,1.02,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.06,1.57,-0.17,-0.09,-0.01,0.00,-0.14,-0.07,-0.05
2021.4.10 20:10:02:594,-0.26,1.06,0.13,0.05,1.01,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.06,1.57,-0.17,-0.08,0.00,0.00,-0.16,-0.09,-0.04
2021.4.10 20:10:02:609,-0.26,1.06,0.13,0.04,1.01,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.06,1.57,-0.17,-0.08,0.00,0.01,-0.16,-0.09,-0.04
2021.4.10 20:10:02:631,-0.26,1.06,0.13,0.04,1.01,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.07,1.57,-0.17,-0.08,-0.01,0.01,-0.17,-0.09,-0.04
2021.4.10 20:10:02:653,-0.26,1.06,0.13,0.03,1.01,0.10,-0.21,0.22,-0.19,0.05,0.20,-0.23,-0.07,1.57,-0.17,-0.09,-0.01,0.01,-0.19,-0.08,-0.04
2021.4.10 20:10:02:675,-0.26,1.06,0.13,0.03,1.01,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.08,1.57,-0.17,-0.11,-0.02,0.01,-0.22,-0.09,-0.04
2021.4.10 20:10:02:698,-0.27,1.06,0.13,0.03,1.01,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.08,1.57,-0.17,-0.13,-0.05,0.02,-0.21,-0.08,-0.03
2021.4.10 20:10:02:721,-0.27,1.05,0.13,0.02,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.09,1.57,-0.16,-0.15,-0.08,0.02,-0.19,-0.05,-0.03
2021.4.10 20:10:02:738,-0.27,1.05,0.13,0.02,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.09,1.57,-0.16,-0.16,-0.09,0.02,-0.19,-0.05,-0.03
2021.4.10 20:10:02:747,-0.28,1.05,0.13,0.02,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.10,1.57,-0.16,-0.17,-0.09,0.01,-0.19,-0.05,-0.03
2021.4.10 20:10:02:757,-0.28,1.05,0.13,0.01,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.10,1.57,-0.16,-0.17,-0.09,0.00,-0.19,-0.06,-0.04
2021.4.10 20:10:02:769,-0.28,1.05,0.13,0.01,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.10,1.57,-0.16,-0.17,-0.10,-0.01,-0.19,-0.07,-0.03
2021.4.10 20:10:02:778,-0.28,1.05,0.13,0.01,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.10,1.57,-0.16,-0.17,-0.10,-0.01,-0.19,-0.07,-0.03
2021.4.10 20:10:02:787,-0.28,1.05,0.13,0.01,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.11,1.57,-0.16,-0.15,-0.12,-0.01,-0.18,-0.09,-0.03
2021.4.10 20:10:02:799,-0.28,1.05,0.13,0.01,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.11,1.57,-0.16,-0.14,-0.13,-0.01,-0.18,-0.11,-0.03
2021.4.10 20:10:02:812,-0.29,1.04,0.13,0.00,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.11,1.57,-0.16,-0.12,-0.16,-0.01,-0.18,-0.13,-0.03
2021.4.10 20:10:02:822,-0.29,1.04,0.13,0.00,1.00,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.23,-0.11,1.57,-0.16,-0.11,-0.18,-0.01,-0.18,-0.17,-0.03
2021.4.10 20:10:02:832,-0.29,1.04,0.13,0.00,0.99,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.22,-0.12,1.57,-0.16,-0.08,-0.21,-0.02,-0.18,-0.19,-0.03
2021.4.10 20:10:02:845,-0.29,1.04,0.13,0.00,0.99,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.22,-0.12,1.57,-0.16,-0.06,-0.23,-0.03,-0.18,-0.23,-0.04
2021.4.10 20:10:02:856,-0.29,1.03,0.13,0.00,0.99,0.09,-0.21,0.22,-0.19,0.04,0.20,-0.22,-0.12,1.57,-0.16,-0.03,-0.25,-0.05,-0.17,-0.28,-0.04
