time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 15:34:19:163,-0.05,1.00,0.16,0.14,1.15,0.09,-0.01,0.11,-0.19,0.17,0.10,-0.22,0.09,1.50,-0.17,-0.07,-0.01,-0.02,0.03,-0.01,0.00
2021.4.19 15:34:19:313,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.09,1.50,-0.18,0.01,0.00,-0.01,0.02,-0.01,-0.01
2021.4.19 15:34:19:327,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.02,0.00,-0.01,0.01,-0.01,-0.01
2021.4.19 15:34:19:343,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.02,0.00,-0.01,0.00,-0.01,-0.01
2021.4.19 15:34:19:358,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,-0.01,-0.01,0.00,-0.02,-0.01
2021.4.19 15:34:19:365,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,-0.01,-0.01,0.00,-0.02,0.00
2021.4.19 15:34:19:370,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,-0.01,-0.01,0.00,-0.03,0.00
2021.4.19 15:34:19:376,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,0.00,-0.01,0.00,-0.03,-0.01
2021.4.19 15:34:19:383,-0.05,1.00,0.16,0.15,1.15,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,-0.01,-0.01,0.00,-0.03,-0.01
2021.4.19 15:34:19:390,-0.05,1.00,0.16,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.03,0.00,-0.01,0.00,-0.03,-0.01
2021.4.19 15:34:19:401,-0.05,1.00,0.16,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.00,-0.01,0.01,-0.03,-0.01
2021.4.19 15:34:19:413,-0.05,1.00,0.16,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.00,-0.02,0.01,-0.04,-0.01
2021.4.19 15:34:19:424,-0.05,1.00,0.16,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.00,-0.02,0.00,-0.04,-0.01
2021.4.19 15:34:19:435,-0.05,1.00,0.15,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.01,-0.02,0.00,-0.03,-0.01
2021.4.19 15:34:19:447,-0.05,1.00,0.15,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.01,-0.02,0.00,-0.03,-0.01
2021.4.19 15:34:19:457,-0.05,1.00,0.15,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.01,-0.02,0.01,-0.03,-0.01
2021.4.19 15:34:19:470,-0.05,1.00,0.15,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.01,-0.02,0.02,-0.03,0.00
2021.4.19 15:34:19:480,-0.04,1.00,0.15,0.15,1.14,0.09,-0.02,0.11,-0.19,0.17,0.10,-0.22,0.08,1.50,-0.18,0.04,0.01,-0.02,0.02,-0.03,0.00
