time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 15:36:50:291,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.07,1.51,0.20,0.00,0.00,0.00,-0.02,0.00,-0.01
2021.4.19 15:36:50:429,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.04,-0.01,0.00
2021.4.19 15:36:50:438,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.04,-0.01,0.00
2021.4.19 15:36:50:466,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.04,-0.01,0.00
2021.4.19 15:36:50:483,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.04,-0.01,0.01
2021.4.19 15:36:50:489,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.04,-0.01,0.00
2021.4.19 15:36:50:495,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.03,-0.01,0.00
2021.4.19 15:36:50:507,-0.10,0.64,0.36,0.11,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.03,-0.01,0.00
2021.4.19 15:36:50:518,-0.10,0.64,0.36,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.03,0.00,0.00
2021.4.19 15:36:50:529,-0.10,0.64,0.36,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,0.00,-0.03,0.00,0.00
2021.4.19 15:36:50:540,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,-0.01,0.00,-0.03,0.00,0.00
2021.4.19 15:36:50:556,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.03,-0.01,0.01
2021.4.19 15:36:50:564,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.03,-0.01,0.01
2021.4.19 15:36:50:574,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.03,-0.01,0.01
2021.4.19 15:36:50:585,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,0.00,-0.01,-0.02,-0.01,0.01
2021.4.19 15:36:50:596,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,-0.01,-0.01,-0.01,-0.01,0.01
2021.4.19 15:36:50:607,-0.10,0.64,0.35,0.10,1.04,0.42,-0.06,0.12,0.15,0.13,0.10,0.10,0.06,1.51,0.20,-0.02,-0.01,-0.01,-0.01,-0.01,0.01
