time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 20:34:06:318,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.01,0.00,0.01,-0.03,-0.02,-0.01
2021.4.11 20:34:06:490,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.01,-0.01,0.03,-0.01,-0.01,0.03
2021.4.11 20:34:06:502,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.01,-0.01,0.03,0.00,0.00,0.03
2021.4.11 20:34:06:524,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.02,0.00,0.03,0.01,0.01,0.03
2021.4.11 20:34:06:536,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.03,0.00,0.03,0.01,0.01,0.03
2021.4.11 20:34:06:542,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.03,0.00,0.03,0.01,0.02,0.03
2021.4.11 20:34:06:564,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.03,0.01,0.03,0.02,0.02,0.03
2021.4.11 20:34:06:586,0.19,1.12,0.30,0.42,1.08,0.27,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.05,0.04,0.00,0.03,0.02,0.02,0.03
2021.4.11 20:34:06:608,0.19,1.12,0.30,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.04,0.00,0.03,0.03,0.02,0.03
2021.4.11 20:34:06:631,0.19,1.12,0.30,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.04,0.01,0.03,0.04,0.02,0.04
2021.4.11 20:34:06:653,0.20,1.12,0.30,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.04,0.00,0.03,0.04,0.00,0.04
2021.4.11 20:34:06:676,0.20,1.12,0.31,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.03,0.01,0.03,0.04,-0.01,0.05
2021.4.11 20:34:06:699,0.20,1.12,0.31,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.03,0.01,0.03,0.03,-0.01,0.05
2021.4.11 20:34:06:722,0.20,1.12,0.31,0.42,1.08,0.28,0.23,0.20,-0.03,0.45,0.19,-0.05,0.28,1.64,0.06,0.03,0.01,0.03,0.03,-0.01,0.05
