time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.6 17:55:40:512,0.07,1.23,0.32,0.32,1.25,0.45,0.13,0.21,-0.02,0.29,0.22,0.03,0.24,1.59,0.06,-0.05,-0.45,-0.41,-0.28,-0.06,-0.05
2021.4.6 17:55:40:680,0.06,1.17,0.27,0.29,1.24,0.44,0.13,0.21,-0.03,0.29,0.22,0.03,0.20,1.60,0.06,-0.01,-0.22,-0.29,-0.18,0.01,-0.06
2021.4.6 17:55:40:693,0.06,1.17,0.26,0.29,1.24,0.44,0.13,0.21,-0.03,0.29,0.22,0.03,0.20,1.60,0.06,0.00,-0.21,-0.27,-0.19,0.01,-0.07
2021.4.6 17:55:40:718,0.06,1.16,0.26,0.28,1.24,0.44,0.12,0.21,-0.03,0.29,0.22,0.03,0.20,1.60,0.05,0.01,-0.17,-0.25,-0.20,0.00,-0.07
2021.4.6 17:55:40:730,0.06,1.16,0.25,0.28,1.24,0.44,0.12,0.21,-0.03,0.29,0.22,0.03,0.19,1.60,0.05,0.02,-0.15,-0.24,-0.19,-0.01,-0.07
2021.4.6 17:55:40:738,0.06,1.16,0.25,0.28,1.24,0.44,0.12,0.21,-0.03,0.29,0.22,0.03,0.19,1.60,0.05,0.02,-0.15,-0.23,-0.19,-0.01,-0.07
2021.4.6 17:55:40:748,0.06,1.16,0.25,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.19,1.60,0.05,0.01,-0.13,-0.22,-0.17,-0.01,-0.08
2021.4.6 17:55:40:756,0.06,1.16,0.25,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.19,1.60,0.05,0.00,-0.11,-0.21,-0.17,-0.01,-0.08
2021.4.6 17:55:40:765,0.06,1.15,0.25,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.18,1.60,0.05,-0.01,-0.10,-0.21,-0.17,0.00,-0.08
2021.4.6 17:55:40:774,0.06,1.15,0.24,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.18,1.60,0.05,-0.02,-0.08,-0.20,-0.17,0.00,-0.09
2021.4.6 17:55:40:784,0.06,1.15,0.24,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.18,1.60,0.05,-0.04,-0.05,-0.20,-0.16,0.00,-0.09
2021.4.6 17:55:40:792,0.06,1.15,0.24,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.18,1.60,0.05,-0.04,-0.03,-0.19,-0.16,0.00,-0.09
2021.4.6 17:55:40:801,0.06,1.15,0.24,0.27,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.18,1.60,0.05,-0.04,-0.02,-0.19,-0.15,0.00,-0.09
2021.4.6 17:55:40:809,0.06,1.15,0.24,0.26,1.24,0.43,0.12,0.21,-0.03,0.29,0.22,0.03,0.17,1.60,0.05,-0.03,0.00,-0.17,-0.14,0.00,-0.10
2021.4.6 17:55:40:820,0.06,1.15,0.24,0.26,1.24,0.43,0.12,0.21,-0.03,0.28,0.22,0.03,0.17,1.60,0.05,-0.03,0.01,-0.16,-0.13,-0.01,-0.10
2021.4.6 17:55:40:831,0.06,1.15,0.23,0.26,1.24,0.43,0.12,0.21,-0.03,0.28,0.22,0.03,0.17,1.60,0.05,-0.03,0.02,-0.16,-0.11,-0.02,-0.11
2021.4.6 17:55:40:842,0.06,1.15,0.23,0.26,1.24,0.43,0.12,0.21,-0.03,0.28,0.22,0.03,0.17,1.60,0.05,-0.03,0.04,-0.14,-0.10,-0.02,-0.12
2021.4.6 17:55:40:858,0.06,1.16,0.23,0.26,1.24,0.42,0.12,0.21,-0.03,0.28,0.22,0.03,0.16,1.60,0.04,-0.03,0.05,-0.13,-0.07,-0.04,-0.15
2021.4.6 17:55:40:867,0.06,1.16,0.23,0.26,1.24,0.42,0.12,0.21,-0.03,0.28,0.22,0.03,0.16,1.60,0.04,-0.04,0.05,-0.12,-0.07,-0.05,-0.16
2021.4.6 17:55:40:875,0.06,1.16,0.23,0.26,1.24,0.42,0.12,0.21,-0.03,0.28,0.22,0.04,0.16,1.60,0.04,-0.04,0.05,-0.11,-0.07,-0.05,-0.18
2021.4.6 17:55:40:886,0.06,1.16,0.23,0.26,1.24,0.42,0.12,0.21,-0.03,0.28,0.22,0.04,0.16,1.60,0.04,-0.05,0.05,-0.10,-0.07,-0.06,-0.19
2021.4.6 17:55:40:898,0.06,1.16,0.23,0.26,1.24,0.42,0.12,0.21,-0.04,0.28,0.22,0.04,0.16,1.60,0.04,-0.06,0.05,-0.09,-0.06,-0.06,-0.21
2021.4.6 17:55:40:909,0.06,1.16,0.23,0.26,1.24,0.41,0.12,0.21,-0.04,0.28,0.22,0.04,0.15,1.60,0.04,-0.07,0.05,-0.08,-0.06,-0.06,-0.22
2021.4.6 17:55:40:920,0.05,1.16,0.22,0.26,1.24,0.41,0.12,0.21,-0.04,0.28,0.22,0.04,0.15,1.60,0.04,-0.09,0.04,-0.06,-0.04,-0.07,-0.24
2021.4.6 17:55:40:932,0.05,1.16,0.22,0.26,1.24,0.41,0.12,0.21,-0.04,0.28,0.22,0.04,0.15,1.60,0.04,-0.10,0.04,-0.05,-0.02,-0.07,-0.25
2021.4.6 17:55:40:943,0.05,1.16,0.22,0.26,1.24,0.40,0.12,0.21,-0.04,0.28,0.22,0.04,0.15,1.60,0.04,-0.11,0.03,-0.03,0.02,-0.08,-0.28
2021.4.6 17:55:40:953,0.05,1.16,0.22,0.26,1.23,0.40,0.11,0.21,-0.04,0.28,0.22,0.04,0.15,1.60,0.04,-0.11,0.03,-0.03,0.03,-0.09,-0.29
2021.4.6 17:55:40:965,0.05,1.16,0.22,0.26,1.23,0.40,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.04,-0.12,0.02,-0.03,0.06,-0.10,-0.30
2021.4.6 17:55:40:976,0.05,1.16,0.22,0.26,1.23,0.39,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.04,-0.12,0.02,-0.02,0.08,-0.11,-0.31
2021.4.6 17:55:40:987,0.05,1.16,0.22,0.26,1.23,0.39,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.03,-0.12,0.02,-0.01,0.11,-0.15,-0.34
2021.4.6 17:55:40:999,0.04,1.16,0.22,0.26,1.23,0.39,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.03,-0.12,0.02,0.00,0.13,-0.17,-0.35
2021.4.6 17:55:41:14,0.04,1.16,0.22,0.26,1.22,0.38,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.03,-0.12,0.01,0.01,0.14,-0.23,-0.37
2021.4.6 17:55:41:22,0.04,1.16,0.22,0.27,1.22,0.38,0.11,0.21,-0.04,0.28,0.22,0.04,0.14,1.60,0.03,-0.12,0.01,0.01,0.15,-0.27,-0.38
2021.4.6 17:55:41:32,0.04,1.16,0.22,0.27,1.22,0.37,0.11,0.21,-0.04,0.28,0.22,0.04,0.13,1.60,0.03,-0.12,0.00,0.01,0.16,-0.32,-0.38
2021.4.6 17:55:41:43,0.04,1.16,0.22,0.27,1.21,0.37,0.11,0.21,-0.04,0.28,0.22,0.04,0.13,1.59,0.03,-0.13,0.00,0.02,0.18,-0.42,-0.39
2021.4.6 17:55:41:56,0.04,1.16,0.22,0.27,1.21,0.36,0.11,0.21,-0.04,0.28,0.22,0.04,0.13,1.59,0.03,-0.14,-0.02,0.02,0.18,-0.51,-0.40
2021.4.6 17:55:41:65,0.04,1.16,0.22,0.27,1.20,0.36,0.11,0.21,-0.04,0.28,0.22,0.04,0.13,1.59,0.03,-0.14,-0.03,0.03,0.19,-0.57,-0.40
