time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.20 16:41:18:197,-0.17,1.01,0.21,0.08,1.22,0.32,-0.24,0.12,0.01,0.09,0.12,-0.09,0.00,1.55,-0.01,-0.11,0.07,0.09,-0.21,0.00,0.06
2021.4.20 16:41:18:332,-0.19,1.01,0.23,0.05,1.22,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.03,1.55,-0.01,-0.18,-0.05,0.10,-0.20,-0.05,0.04
2021.4.20 16:41:18:345,-0.19,1.01,0.23,0.05,1.22,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.04,1.55,-0.01,-0.19,-0.04,0.10,-0.20,-0.05,0.03
2021.4.20 16:41:18:360,-0.19,1.01,0.23,0.04,1.22,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.04,1.55,-0.01,-0.20,-0.03,0.10,-0.20,-0.05,0.04
2021.4.20 16:41:18:371,-0.20,1.01,0.23,0.04,1.22,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.04,1.55,-0.01,-0.20,-0.02,0.09,-0.19,-0.07,0.04
2021.4.20 16:41:18:379,-0.20,1.01,0.23,0.04,1.21,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.04,1.55,-0.01,-0.20,-0.01,0.09,-0.19,-0.08,0.04
2021.4.20 16:41:18:385,-0.20,1.01,0.23,0.04,1.21,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.05,1.55,-0.01,-0.20,-0.01,0.09,-0.18,-0.09,0.04
2021.4.20 16:41:18:391,-0.20,1.01,0.23,0.04,1.21,0.33,-0.24,0.12,0.00,0.08,0.12,-0.09,-0.05,1.55,-0.01,-0.20,-0.01,0.09,-0.19,-0.09,0.04
2021.4.20 16:41:18:402,-0.20,1.01,0.23,0.04,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.09,-0.05,1.55,-0.01,-0.20,-0.01,0.10,-0.19,-0.10,0.03
2021.4.20 16:41:18:413,-0.20,1.01,0.23,0.03,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.09,-0.05,1.55,-0.01,-0.20,-0.01,0.10,-0.20,-0.11,0.03
2021.4.20 16:41:18:425,-0.21,1.01,0.23,0.03,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.09,-0.06,1.55,0.00,-0.20,-0.01,0.10,-0.20,-0.11,0.02
2021.4.20 16:41:18:436,-0.21,1.01,0.24,0.03,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.09,-0.06,1.55,0.00,-0.20,-0.01,0.10,-0.20,-0.11,0.01
2021.4.20 16:41:18:447,-0.21,1.01,0.24,0.03,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.08,-0.06,1.55,0.00,-0.20,-0.01,0.10,-0.20,-0.11,0.00
2021.4.20 16:41:18:459,-0.21,1.01,0.24,0.02,1.21,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.08,-0.07,1.55,0.00,-0.20,-0.01,0.10,-0.20,-0.12,0.00
2021.4.20 16:41:18:470,-0.22,1.01,0.24,0.02,1.20,0.33,-0.24,0.12,-0.01,0.08,0.12,-0.08,-0.07,1.55,0.00,-0.20,-0.01,0.10,-0.20,-0.14,0.00
2021.4.20 16:41:18:481,-0.22,1.01,0.24,0.02,1.20,0.33,-0.24,0.12,-0.01,0.08,0.11,-0.09,-0.08,1.55,0.00,-0.20,0.00,0.10,-0.19,-0.17,0.00
2021.4.20 16:41:18:492,-0.22,1.01,0.24,0.02,1.20,0.33,-0.24,0.12,-0.01,0.08,0.11,-0.08,-0.08,1.55,0.00,-0.19,0.00,0.10,-0.19,-0.18,0.00
