time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:24:25:796,-0.20,1.13,0.20,0.09,1.28,0.30,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.00,1.81,-0.05
2021.4.5 14:24:25:960,-0.20,1.13,0.20,0.09,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:25:974,-0.20,1.13,0.20,0.09,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:25:995,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:13,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:23,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:32,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:47,-0.20,1.13,0.20,0.09,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:61,-0.20,1.13,0.20,0.09,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:70,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:80,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:88,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:97,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:117,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:141,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:167,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:183,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:206,-0.20,1.13,0.20,0.10,1.28,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:233,-0.19,1.13,0.20,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:250,-0.19,1.13,0.20,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:273,-0.19,1.13,0.20,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:296,-0.19,1.13,0.20,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:323,-0.19,1.13,0.20,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:341,-0.19,1.13,0.19,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:362,-0.19,1.13,0.19,0.10,1.27,0.29,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:385,-0.19,1.13,0.19,0.10,1.27,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:410,-0.19,1.13,0.19,0.10,1.26,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:433,-0.19,1.13,0.19,0.10,1.26,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:452,-0.19,1.13,0.19,0.09,1.25,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:480,-0.19,1.13,0.19,0.09,1.25,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:498,-0.19,1.13,0.19,0.09,1.24,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:519,-0.19,1.13,0.19,0.09,1.23,0.28,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:541,-0.19,1.13,0.19,0.09,1.22,0.27,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:563,-0.18,1.12,0.19,0.09,1.21,0.27,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.81,-0.05
2021.4.5 14:24:26:587,-0.18,1.12,0.19,0.10,1.21,0.27,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:599,-0.18,1.12,0.19,0.10,1.20,0.27,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:609,-0.18,1.12,0.19,0.10,1.20,0.27,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:633,-0.18,1.12,0.19,0.10,1.20,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:642,-0.18,1.12,0.19,0.10,1.21,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:652,-0.18,1.12,0.19,0.10,1.21,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:661,-0.18,1.12,0.19,0.10,1.21,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:673,-0.17,1.12,0.19,0.11,1.21,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:685,-0.17,1.13,0.20,0.11,1.22,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:694,-0.17,1.13,0.20,0.11,1.22,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:704,-0.17,1.13,0.20,0.11,1.23,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.04
2021.4.5 14:24:26:719,-0.17,1.14,0.20,0.11,1.23,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.01,1.80,-0.03
2021.4.5 14:24:26:729,-0.17,1.14,0.21,0.11,1.24,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.80,-0.03
2021.4.5 14:24:26:740,-0.17,1.15,0.21,0.12,1.25,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:749,-0.17,1.15,0.21,0.12,1.25,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:758,-0.17,1.16,0.22,0.12,1.26,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:769,-0.17,1.16,0.22,0.12,1.27,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:787,-0.16,1.18,0.23,0.13,1.29,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:798,-0.16,1.19,0.23,0.13,1.30,0.26,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.03
2021.4.5 14:24:26:812,-0.16,1.20,0.24,0.13,1.31,0.25,-0.08,0.19,-0.19,0.14,0.22,-0.16,0.02,1.79,-0.02
2021.4.5 14:24:26:823,-0.16,1.21,0.24,0.13,1.32,0.25,-0.08,0.19,-0.19,0.14,0.23,-0.16,0.02,1.79,-0.02
