time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 19:09:03:812,-0.05,1.05,0.23,0.18,1.35,0.23,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,-0.03,0.00,-0.03,0.01,0.01,-0.01
2021.4.11 19:09:03:961,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,-0.01,0.01,-0.01,-0.06,-0.01,-0.03
2021.4.11 19:09:03:980,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.00,0.01,0.00,-0.06,-0.02,-0.03
2021.4.11 19:09:04:06,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.01,0.02,0.00,-0.03,-0.03,-0.04
2021.4.11 19:09:04:30,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.02,0.02,0.00,-0.01,-0.04,-0.04
2021.4.11 19:09:04:38,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.03,0.02,0.00,-0.01,-0.04,-0.04
2021.4.11 19:09:04:47,-0.05,1.05,0.23,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.03,0.02,0.00,-0.02,-0.05,-0.04
2021.4.11 19:09:04:56,-0.05,1.05,0.22,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.03,0.01,-0.01,-0.02,-0.05,-0.04
2021.4.11 19:09:04:64,-0.05,1.05,0.22,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.03,0.01,-0.01,-0.03,-0.06,-0.04
2021.4.11 19:09:04:74,-0.05,1.05,0.22,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.04,0.01,-0.01,-0.03,-0.06,-0.03
2021.4.11 19:09:04:95,-0.05,1.05,0.22,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.04,0.01,-0.02,-0.02,-0.07,-0.03
2021.4.11 19:09:04:118,-0.05,1.05,0.22,0.18,1.35,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.05,0.00,-0.02,-0.01,-0.09,-0.03
2021.4.11 19:09:04:140,-0.05,1.05,0.22,0.18,1.34,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.05,0.00,-0.03,-0.01,-0.10,-0.03
2021.4.11 19:09:04:167,-0.05,1.05,0.22,0.17,1.34,0.22,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.05,-0.01,-0.03,-0.02,-0.11,-0.03
2021.4.11 19:09:04:185,-0.05,1.05,0.22,0.17,1.34,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.05,-0.01,-0.03,-0.03,-0.12,-0.03
2021.4.11 19:09:04:206,-0.04,1.05,0.22,0.17,1.34,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.02,0.04,-0.01,-0.03,-0.03,-0.12,-0.03
2021.4.11 19:09:04:228,-0.04,1.05,0.22,0.17,1.33,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.03,0.03,-0.01,-0.03,-0.02,-0.12,-0.03
2021.4.11 19:09:04:251,-0.04,1.05,0.22,0.17,1.33,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.03,0.03,-0.01,-0.03,0.00,-0.11,-0.03
2021.4.11 19:09:04:273,-0.04,1.05,0.22,0.17,1.33,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.03,0.03,-0.01,-0.03,0.01,-0.10,-0.03
2021.4.11 19:09:04:296,-0.04,1.05,0.22,0.17,1.33,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.03,0.02,-0.01,-0.03,0.00,-0.10,-0.03
2021.4.11 19:09:04:324,-0.04,1.05,0.22,0.17,1.32,0.21,-0.05,0.21,-0.07,0.15,0.20,-0.14,0.04,1.69,-0.03,0.02,-0.01,-0.04,0.00,-0.10,-0.03
