time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 16:13:01:946,-0.33,0.60,-0.41,-0.03,1.11,-0.10,-0.19,0.19,-0.50,-0.01,0.20,-0.37,-0.12,1.41,-0.42,-0.32,0.01,-0.11,-0.09,0.01,-0.04
2021.4.11 16:13:02:96,-0.36,0.61,-0.40,-0.04,1.11,-0.11,-0.19,0.19,-0.51,-0.01,0.20,-0.44,-0.14,1.41,-0.43,-0.08,0.10,0.15,-0.03,-0.03,0.00
2021.4.11 16:13:02:106,-0.36,0.61,-0.40,-0.04,1.11,-0.11,-0.19,0.19,-0.51,-0.01,0.20,-0.46,-0.14,1.41,-0.43,-0.06,0.10,0.14,-0.02,-0.02,0.00
2021.4.11 16:13:02:118,-0.36,0.61,-0.39,-0.04,1.11,-0.11,-0.19,0.19,-0.51,-0.02,0.19,-0.49,-0.14,1.41,-0.43,-0.04,0.09,0.14,-0.02,-0.02,0.00
2021.4.11 16:13:02:127,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.15,1.40,-0.43,-0.03,0.08,0.14,-0.03,0.00,-0.01
2021.4.11 16:13:02:132,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.15,1.40,-0.43,-0.02,0.08,0.14,-0.03,0.01,-0.01
2021.4.11 16:13:02:138,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.15,1.40,-0.43,0.00,0.06,0.14,-0.03,0.01,-0.01
2021.4.11 16:13:02:144,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.15,1.40,-0.43,0.01,0.06,0.15,-0.03,0.02,-0.02
2021.4.11 16:13:02:155,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.15,1.40,-0.43,0.02,0.05,0.15,-0.02,0.03,-0.02
2021.4.11 16:13:02:163,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.15,1.40,-0.44,0.05,0.04,0.15,-0.01,0.03,-0.03
2021.4.11 16:13:02:175,-0.36,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.15,1.40,-0.44,0.07,0.02,0.15,-0.01,0.03,-0.03
2021.4.11 16:13:02:185,-0.35,0.62,-0.39,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.15,1.40,-0.44,0.09,0.01,0.15,-0.01,0.02,-0.04
2021.4.11 16:13:02:196,-0.35,0.62,-0.38,-0.04,1.11,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.50,-0.15,1.40,-0.44,0.11,0.00,0.14,-0.01,0.01,-0.04
2021.4.11 16:13:02:207,-0.35,0.62,-0.38,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.14,1.41,-0.44,0.13,-0.01,0.13,0.00,-0.01,-0.04
2021.4.11 16:13:02:219,-0.35,0.62,-0.38,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.50,-0.14,1.41,-0.44,0.14,-0.02,0.12,0.00,-0.03,-0.03
2021.4.11 16:13:02:229,-0.35,0.62,-0.38,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.15,-0.02,0.10,0.01,-0.06,-0.03
2021.4.11 16:13:02:242,-0.35,0.62,-0.38,-0.04,1.11,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.16,-0.02,0.08,0.02,-0.08,-0.02
2021.4.11 16:13:02:253,-0.34,0.62,-0.38,-0.04,1.10,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.18,-0.02,0.07,0.03,-0.10,-0.02
2021.4.11 16:13:02:263,-0.34,0.62,-0.38,-0.04,1.10,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.19,-0.02,0.06,0.03,-0.12,-0.02
2021.4.11 16:13:02:275,-0.34,0.61,-0.38,-0.04,1.10,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.20,-0.02,0.06,0.03,-0.13,-0.01
2021.4.11 16:13:02:285,-0.34,0.61,-0.38,-0.04,1.10,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.21,-0.01,0.06,0.04,-0.13,-0.01
2021.4.11 16:13:02:297,-0.33,0.61,-0.38,-0.03,1.10,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.22,-0.01,0.06,0.04,-0.14,-0.01
2021.4.11 16:13:02:308,-0.33,0.61,-0.37,-0.03,1.10,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.23,-0.01,0.07,0.05,-0.14,-0.01
2021.4.11 16:13:02:319,-0.33,0.61,-0.37,-0.03,1.10,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.25,0.00,0.07,0.05,-0.13,-0.01
2021.4.11 16:13:02:331,-0.33,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.25,0.00,0.08,0.06,-0.13,-0.01
2021.4.11 16:13:02:345,-0.32,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.00,0.08,0.08,-0.13,-0.01
2021.4.11 16:13:02:353,-0.32,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.00,0.08,0.09,-0.13,-0.01
2021.4.11 16:13:02:364,-0.32,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.00,0.08,0.10,-0.14,-0.01
2021.4.11 16:13:02:375,-0.32,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.01,0.08,0.11,-0.15,-0.01
2021.4.11 16:13:02:386,-0.31,0.61,-0.37,-0.03,1.09,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.01,0.08,0.12,-0.15,-0.01
2021.4.11 16:13:02:398,-0.31,0.61,-0.37,-0.03,1.08,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.26,0.01,0.08,0.12,-0.17,0.00
2021.4.11 16:13:02:409,-0.31,0.62,-0.37,-0.02,1.08,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.25,0.02,0.07,0.13,-0.19,0.00
2021.4.11 16:13:02:420,-0.30,0.62,-0.37,-0.02,1.08,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.25,0.02,0.07,0.12,-0.21,0.00
2021.4.11 16:13:02:431,-0.30,0.62,-0.37,-0.02,1.08,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.24,0.02,0.07,0.12,-0.23,0.00
2021.4.11 16:13:02:442,-0.30,0.62,-0.36,-0.02,1.07,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.23,0.02,0.06,0.11,-0.25,0.00
2021.4.11 16:13:02:453,-0.30,0.62,-0.36,-0.02,1.07,-0.11,-0.20,0.18,-0.52,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.22,0.02,0.05,0.11,-0.29,0.00
2021.4.11 16:13:02:466,-0.29,0.62,-0.36,-0.02,1.07,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.20,0.02,0.05,0.10,-0.30,0.00
2021.4.11 16:13:02:475,-0.29,0.62,-0.36,-0.02,1.06,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.19,0.02,0.05,0.10,-0.32,0.01
2021.4.11 16:13:02:486,-0.29,0.62,-0.36,-0.02,1.06,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.17,0.02,0.05,0.11,-0.33,0.00
2021.4.11 16:13:02:498,-0.29,0.62,-0.36,-0.01,1.06,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.16,0.02,0.05,0.12,-0.34,0.00
2021.4.11 16:13:02:509,-0.29,0.62,-0.36,-0.01,1.05,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.14,0.02,0.06,0.13,-0.34,0.00
2021.4.11 16:13:02:520,-0.29,0.62,-0.36,-0.01,1.05,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.13,0.02,0.06,0.13,-0.35,0.00
2021.4.11 16:13:02:535,-0.28,0.62,-0.36,-0.01,1.04,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.10,0.03,0.08,0.15,-0.35,0.00
2021.4.11 16:13:02:543,-0.28,0.62,-0.36,-0.01,1.04,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.08,0.04,0.09,0.15,-0.35,0.00
2021.4.11 16:13:02:553,-0.28,0.62,-0.36,-0.01,1.04,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.41,-0.44,0.07,0.04,0.10,0.16,-0.34,0.00
2021.4.11 16:13:02:565,-0.28,0.62,-0.36,0.00,1.03,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.06,0.05,0.12,0.17,-0.33,-0.01
2021.4.11 16:13:02:576,-0.28,0.62,-0.35,0.00,1.03,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.05,0.06,0.14,0.18,-0.33,-0.01
2021.4.11 16:13:02:587,-0.28,0.62,-0.35,0.00,1.03,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.04,0.07,0.15,0.20,-0.32,-0.02
2021.4.11 16:13:02:598,-0.28,0.62,-0.35,0.00,1.02,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.02,0.08,0.17,0.21,-0.32,-0.02
2021.4.11 16:13:02:609,-0.28,0.62,-0.35,0.00,1.02,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.02,0.09,0.18,0.22,-0.32,-0.02
2021.4.11 16:13:02:621,-0.28,0.62,-0.35,0.01,1.02,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.00,0.09,0.19,0.24,-0.35,-0.02
2021.4.11 16:13:02:632,-0.28,0.62,-0.34,0.01,1.01,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,0.00,0.10,0.20,0.24,-0.36,-0.02
2021.4.11 16:13:02:643,-0.28,0.63,-0.34,0.01,1.01,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.02,0.11,0.21,0.24,-0.37,-0.02
2021.4.11 16:13:02:654,-0.28,0.63,-0.34,0.01,1.00,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.02,0.11,0.21,0.24,-0.38,-0.03
2021.4.11 16:13:02:665,-0.28,0.63,-0.34,0.02,1.00,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.03,0.11,0.21,0.24,-0.40,-0.05
2021.4.11 16:13:02:676,-0.28,0.63,-0.34,0.02,0.99,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.03,0.11,0.20,0.23,-0.42,-0.07
2021.4.11 16:13:02:687,-0.28,0.63,-0.33,0.02,0.99,-0.11,-0.20,0.18,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.10,0.20,0.20,-0.42,-0.08
2021.4.11 16:13:02:699,-0.28,0.63,-0.33,0.02,0.98,-0.11,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.10,0.19,0.19,-0.43,-0.10
2021.4.11 16:13:02:711,-0.28,0.63,-0.33,0.03,0.98,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.09,0.18,0.17,-0.46,-0.11
2021.4.11 16:13:02:727,-0.28,0.63,-0.33,0.03,0.97,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.08,0.16,0.14,-0.50,-0.14
2021.4.11 16:13:02:735,-0.28,0.63,-0.33,0.03,0.97,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.08,0.15,0.14,-0.51,-0.15
2021.4.11 16:13:02:743,-0.28,0.63,-0.32,0.03,0.96,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.07,0.13,0.12,-0.53,-0.17
2021.4.11 16:13:02:754,-0.28,0.63,-0.32,0.03,0.95,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.05,0.11,0.14,-0.60,-0.19
2021.4.11 16:13:02:765,-0.29,0.64,-0.32,0.03,0.95,-0.12,-0.20,0.19,-0.51,-0.02,0.19,-0.51,-0.14,1.40,-0.44,-0.04,0.04,0.09,0.14,-0.62,-0.21
