time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.12 10:27:35:363,-0.43,1.31,-0.48,-0.11,1.31,-0.38,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.24,1.75,-0.71,-0.08,-0.08,-0.05,-0.02,-0.01,-0.05
2021.4.12 10:27:35:511,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.25,1.75,-0.70,-0.01,-0.01,0.00,-0.08,0.00,-0.07
2021.4.12 10:27:35:519,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.25,1.75,-0.70,-0.01,-0.01,0.00,-0.08,0.00,-0.07
2021.4.12 10:27:35:532,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.25,1.75,-0.70,-0.02,-0.01,0.00,-0.06,-0.01,-0.08
2021.4.12 10:27:35:539,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.02,0.01,-0.05,-0.02,-0.08
2021.4.12 10:27:35:544,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.02,0.01,-0.04,-0.02,-0.08
2021.4.12 10:27:35:550,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.02,0.01,-0.04,-0.02,-0.08
2021.4.12 10:27:35:558,-0.43,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.03,0.02,-0.04,-0.02,-0.08
2021.4.12 10:27:35:569,-0.44,1.30,-0.48,-0.13,1.30,-0.39,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.05,0.02,-0.05,-0.03,-0.09
2021.4.12 10:27:35:581,-0.44,1.30,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.02,-0.06,0.03,-0.05,-0.04,-0.10
2021.4.12 10:27:35:590,-0.44,1.30,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,-0.01,-0.07,0.04,-0.05,-0.05,-0.10
2021.4.12 10:27:35:602,-0.44,1.30,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.00,-0.09,0.04,-0.05,-0.07,-0.10
2021.4.12 10:27:35:613,-0.44,1.30,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.01,-0.10,0.05,-0.06,-0.10,-0.10
2021.4.12 10:27:35:624,-0.44,1.30,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.02,-0.12,0.05,-0.07,-0.12,-0.10
2021.4.12 10:27:35:635,-0.43,1.29,-0.48,-0.13,1.30,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.03,-0.14,0.05,-0.07,-0.16,-0.10
2021.4.12 10:27:35:647,-0.43,1.29,-0.47,-0.13,1.29,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.05,-0.16,0.05,-0.08,-0.20,-0.11
2021.4.12 10:27:35:659,-0.43,1.29,-0.47,-0.13,1.29,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.05,-0.19,0.06,-0.08,-0.24,-0.11
2021.4.12 10:27:35:671,-0.43,1.29,-0.47,-0.13,1.29,-0.40,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.06,-0.22,0.06,-0.07,-0.29,-0.11
2021.4.12 10:27:35:680,-0.43,1.29,-0.47,-0.14,1.28,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.06,-0.25,0.07,-0.07,-0.32,-0.12
2021.4.12 10:27:35:691,-0.43,1.28,-0.47,-0.14,1.28,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.07,-0.30,0.08,-0.06,-0.36,-0.12
2021.4.12 10:27:35:702,-0.43,1.28,-0.47,-0.14,1.28,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.07,-0.36,0.10,-0.05,-0.40,-0.13
2021.4.12 10:27:35:713,-0.43,1.27,-0.47,-0.14,1.27,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.07,-0.43,0.12,-0.04,-0.43,-0.14
2021.4.12 10:27:35:725,-0.43,1.27,-0.47,-0.14,1.27,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.07,-0.48,0.14,-0.04,-0.48,-0.15
2021.4.12 10:27:35:736,-0.43,1.26,-0.47,-0.14,1.26,-0.41,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.08,-0.56,0.15,-0.03,-0.53,-0.16
2021.4.12 10:27:35:747,-0.43,1.25,-0.46,-0.14,1.25,-0.42,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.09,-0.65,0.16,-0.03,-0.57,-0.17
2021.4.12 10:27:35:758,-0.43,1.24,-0.46,-0.14,1.25,-0.42,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.09,-0.73,0.16,-0.03,-0.61,-0.19
2021.4.12 10:27:35:770,-0.42,1.24,-0.46,-0.14,1.24,-0.42,-0.43,0.20,-0.77,0.05,0.21,-0.79,-0.26,1.75,-0.70,0.11,-0.80,0.15,-0.03,-0.64,-0.21
2021.4.12 10:27:35:781,-0.42,1.23,-0.46,-0.14,1.23,-0.42,-0.43,0.20,-0.77,0.05,0.20,-0.79,-0.27,1.75,-0.70,0.13,-0.85,0.13,-0.02,-0.67,-0.23
2021.4.12 10:27:35:791,-0.42,1.22,-0.46,-0.14,1.22,-0.43,-0.43,0.20,-0.77,0.05,0.20,-0.79,-0.27,1.75,-0.70,0.13,-0.88,0.11,-0.01,-0.69,-0.25
2021.4.12 10:27:35:803,-0.42,1.21,-0.46,-0.14,1.22,-0.43,-0.43,0.20,-0.77,0.05,0.20,-0.78,-0.27,1.75,-0.70,0.13,-0.90,0.07,0.03,-0.71,-0.28
2021.4.12 10:27:35:814,-0.42,1.20,-0.46,-0.14,1.21,-0.43,-0.43,0.20,-0.77,0.05,0.20,-0.78,-0.27,1.75,-0.70,0.12,-0.91,0.03,0.04,-0.71,-0.29
2021.4.12 10:27:35:825,-0.42,1.19,-0.46,-0.14,1.20,-0.44,-0.43,0.20,-0.77,0.04,0.20,-0.78,-0.27,1.75,-0.70,0.11,-0.89,0.00,0.06,-0.71,-0.32
2021.4.12 10:27:35:837,-0.42,1.18,-0.46,-0.14,1.19,-0.44,-0.43,0.20,-0.77,0.04,0.20,-0.78,-0.27,1.75,-0.69,0.10,-0.84,-0.06,0.08,-0.71,-0.34
2021.4.12 10:27:35:848,-0.42,1.17,-0.46,-0.14,1.18,-0.44,-0.43,0.20,-0.77,0.04,0.20,-0.78,-0.27,1.75,-0.69,0.10,-0.80,-0.09,0.08,-0.71,-0.36
2021.4.12 10:27:35:860,-0.41,1.16,-0.46,-0.13,1.18,-0.45,-0.43,0.20,-0.77,0.04,0.20,-0.77,-0.27,1.75,-0.69,0.10,-0.74,-0.13,0.09,-0.71,-0.37
2021.4.12 10:27:35:870,-0.41,1.15,-0.46,-0.13,1.17,-0.45,-0.43,0.20,-0.77,0.03,0.20,-0.77,-0.27,1.75,-0.69,0.11,-0.68,-0.16,0.10,-0.70,-0.39
2021.4.12 10:27:35:881,-0.41,1.15,-0.46,-0.13,1.16,-0.46,-0.43,0.20,-0.77,0.03,0.20,-0.77,-0.27,1.75,-0.69,0.10,-0.62,-0.19,0.10,-0.67,-0.40
2021.4.12 10:27:35:892,-0.41,1.14,-0.47,-0.13,1.15,-0.46,-0.43,0.20,-0.77,0.03,0.20,-0.77,-0.27,1.75,-0.69,0.10,-0.59,-0.21,0.11,-0.65,-0.41
2021.4.12 10:27:35:903,-0.41,1.13,-0.47,-0.13,1.15,-0.47,-0.43,0.20,-0.77,0.03,0.20,-0.77,-0.28,1.75,-0.69,0.10,-0.55,-0.23,0.13,-0.61,-0.42
2021.4.12 10:27:35:915,-0.41,1.13,-0.47,-0.13,1.14,-0.47,-0.43,0.20,-0.77,0.04,0.21,-0.77,-0.28,1.75,-0.69,0.10,-0.51,-0.25,0.15,-0.55,-0.43
2021.4.12 10:27:35:926,-0.41,1.12,-0.47,-0.13,1.14,-0.48,-0.43,0.20,-0.77,0.04,0.21,-0.77,-0.28,1.75,-0.69,0.09,-0.48,-0.25,0.18,-0.49,-0.42
2021.4.12 10:27:35:938,-0.41,1.12,-0.48,-0.12,1.13,-0.48,-0.43,0.20,-0.77,0.05,0.21,-0.77,-0.28,1.75,-0.68,0.10,-0.42,-0.26,0.20,-0.45,-0.42
2021.4.12 10:27:35:949,-0.41,1.11,-0.48,-0.12,1.13,-0.49,-0.44,0.20,-0.77,0.06,0.21,-0.77,-0.28,1.75,-0.68,0.10,-0.39,-0.26,0.22,-0.37,-0.41
2021.4.12 10:27:35:959,-0.40,1.11,-0.48,-0.12,1.12,-0.49,-0.44,0.20,-0.77,0.06,0.22,-0.77,-0.28,1.75,-0.68,0.11,-0.35,-0.26,0.24,-0.32,-0.39
2021.4.12 10:27:35:970,-0.40,1.11,-0.49,-0.12,1.12,-0.49,-0.44,0.20,-0.77,0.07,0.22,-0.77,-0.28,1.75,-0.68,0.12,-0.32,-0.25,0.25,-0.28,-0.36
2021.4.12 10:27:35:982,-0.40,1.10,-0.49,-0.11,1.12,-0.50,-0.44,0.20,-0.77,0.07,0.22,-0.77,-0.28,1.75,-0.68,0.14,-0.30,-0.25,0.26,-0.25,-0.34
2021.4.12 10:27:35:993,-0.40,1.10,-0.49,-0.11,1.12,-0.50,-0.44,0.20,-0.77,0.08,0.22,-0.77,-0.28,1.75,-0.68,0.18,-0.25,-0.23,0.27,-0.21,-0.31
2021.4.12 10:27:36:04,-0.40,1.10,-0.49,-0.11,1.12,-0.50,-0.44,0.20,-0.77,0.08,0.22,-0.77,-0.28,1.74,-0.67,0.20,-0.22,-0.22,0.29,-0.16,-0.27
2021.4.12 10:27:36:15,-0.39,1.10,-0.50,-0.10,1.11,-0.51,-0.44,0.20,-0.77,0.09,0.22,-0.77,-0.28,1.74,-0.67,0.21,-0.17,-0.21,0.30,-0.12,-0.24
2021.4.12 10:27:36:27,-0.39,1.10,-0.50,-0.10,1.11,-0.51,-0.44,0.20,-0.77,0.09,0.22,-0.78,-0.28,1.74,-0.67,0.21,-0.12,-0.19,0.33,-0.03,-0.18
2021.4.12 10:27:36:38,-0.39,1.09,-0.50,-0.10,1.11,-0.51,-0.44,0.20,-0.77,0.10,0.22,-0.78,-0.28,1.74,-0.67,0.20,-0.07,-0.17,0.35,0.01,-0.14
2021.4.12 10:27:36:50,-0.39,1.09,-0.50,-0.09,1.12,-0.51,-0.44,0.20,-0.77,0.10,0.22,-0.78,-0.28,1.74,-0.67,0.20,-0.04,-0.15,0.38,0.08,-0.08
2021.4.12 10:27:36:60,-0.38,1.09,-0.50,-0.09,1.12,-0.51,-0.44,0.20,-0.78,0.10,0.22,-0.78,-0.28,1.74,-0.67,0.21,0.00,-0.12,0.39,0.10,-0.04
2021.4.12 10:27:36:71,-0.38,1.10,-0.50,-0.08,1.12,-0.51,-0.44,0.20,-0.78,0.10,0.22,-0.78,-0.28,1.74,-0.66,0.22,0.05,-0.09,0.44,0.14,0.06
2021.4.12 10:27:36:82,-0.38,1.10,-0.50,-0.08,1.12,-0.51,-0.44,0.20,-0.78,0.10,0.22,-0.79,-0.28,1.73,-0.66,0.23,0.11,-0.05,0.46,0.17,0.09
2021.4.12 10:27:36:93,-0.38,1.10,-0.50,-0.07,1.12,-0.51,-0.44,0.20,-0.78,0.10,0.22,-0.80,-0.27,1.73,-0.66,0.23,0.16,-0.02,0.50,0.18,0.15
2021.4.12 10:27:36:105,-0.38,1.10,-0.50,-0.07,1.12,-0.51,-0.44,0.20,-0.78,0.09,0.22,-0.81,-0.27,1.73,-0.66,0.22,0.20,-0.01,0.54,0.20,0.20
2021.4.12 10:27:36:115,-0.37,1.10,-0.50,-0.06,1.13,-0.50,-0.44,0.20,-0.78,0.08,0.21,-0.84,-0.27,1.73,-0.66,0.21,0.26,0.01,0.56,0.21,0.23
2021.4.12 10:27:36:128,-0.37,1.11,-0.50,-0.05,1.13,-0.50,-0.44,0.20,-0.78,0.09,0.21,-0.85,-0.27,1.73,-0.66,0.20,0.31,0.03,0.59,0.22,0.28
2021.4.12 10:27:36:139,-0.37,1.11,-0.50,-0.05,1.13,-0.50,-0.44,0.20,-0.78,0.09,0.21,-0.84,-0.26,1.72,-0.66,0.20,0.34,0.05,0.59,0.24,0.31
2021.4.12 10:27:36:149,-0.37,1.12,-0.50,-0.04,1.14,-0.49,-0.44,0.20,-0.78,0.09,0.20,-0.84,-0.26,1.72,-0.66,0.20,0.37,0.07,0.59,0.26,0.34
2021.4.12 10:27:36:160,-0.36,1.12,-0.50,-0.03,1.14,-0.49,-0.43,0.20,-0.78,0.10,0.20,-0.84,-0.26,1.72,-0.66,0.20,0.38,0.08,0.59,0.28,0.36
