time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 10:06:23:291,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.03,0.01,0.02,0.00,0.03,-0.02
2021.4.10 10:06:23:443,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.03,-0.01,0.01,0.00,-0.01,-0.01
2021.4.10 10:06:23:460,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.03,0.00,0.01,0.00,-0.01,-0.01
2021.4.10 10:06:23:488,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.03,0.01,0.01,0.01,-0.02,0.00
2021.4.10 10:06:23:499,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.03,0.01,0.01,0.01,-0.02,0.00
2021.4.10 10:06:23:507,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.02,0.01,0.01,0.01,-0.02,0.00
2021.4.10 10:06:23:515,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.02,0.01,0.01,0.01,-0.02,0.00
2021.4.10 10:06:23:524,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.02,0.00,0.01,0.01,-0.01,0.00
2021.4.10 10:06:23:535,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.02,0.00,0.01,0.01,-0.01,0.00
2021.4.10 10:06:23:544,0.07,1.04,-0.32,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.01,0.00,0.01,0.01,-0.01,0.00
2021.4.10 10:06:23:554,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.01,0.00,0.01,0.01,-0.01,0.00
2021.4.10 10:06:23:568,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.01,0.00,0.01,0.02,-0.01,0.00
2021.4.10 10:06:23:579,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.01,0.00,0.01,0.02,-0.01,0.00
2021.4.10 10:06:23:588,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.01,0.03,-0.01,0.01
2021.4.10 10:06:23:599,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.01,0.03,-0.01,0.01
2021.4.10 10:06:23:611,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.01,0.03,-0.01,0.01
2021.4.10 10:06:23:629,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.02,-0.01,0.01
2021.4.10 10:06:23:642,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.02,0.00,0.01
2021.4.10 10:06:23:650,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:658,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:667,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,-0.01,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:678,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,-0.01,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:689,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,-0.01,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:699,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.01,0.00,0.01
2021.4.10 10:06:23:712,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.01,-0.01,0.01
2021.4.10 10:06:23:724,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.00,0.00,0.01,-0.01,0.01
2021.4.10 10:06:23:734,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.00,0.01,-0.02,0.01
2021.4.10 10:06:23:744,0.07,1.04,-0.31,0.33,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.00,0.01,-0.02,0.01
2021.4.10 10:06:23:756,0.07,1.04,-0.31,0.33,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.00,0.01,-0.02,0.01
2021.4.10 10:06:23:769,0.07,1.04,-0.31,0.33,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.00,0.00,-0.02,0.00
2021.4.10 10:06:23:783,0.07,1.04,-0.31,0.33,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.00,0.00,-0.03,0.00
2021.4.10 10:06:23:792,0.07,1.04,-0.31,0.33,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.01,-0.01,-0.03,0.00
2021.4.10 10:06:23:800,0.07,1.04,-0.31,0.32,1.28,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.01,-0.01,-0.04,0.00
2021.4.10 10:06:23:814,0.07,1.04,-0.31,0.32,1.27,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.01,-0.01,-0.05,0.00
2021.4.10 10:06:23:824,0.07,1.04,-0.31,0.32,1.27,-0.29,0.07,0.19,-0.61,0.43,0.18,-0.62,0.16,1.69,-0.48,0.00,0.01,0.01,-0.01,-0.06,-0.01
