time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.14 10:16:48:930,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.21,0.02,-0.09,1.62,0.02,0.02,0.02,-0.01,0.00,0.00,0.00
2021.4.14 10:16:49:94,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.03,-0.09,1.62,0.02,-0.01,0.01,-0.01,-0.01,0.00,0.00
2021.4.14 10:16:49:103,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.03,-0.09,1.62,0.02,-0.01,0.01,-0.01,-0.01,0.00,0.00
2021.4.14 10:16:49:127,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.03,-0.09,1.62,0.02,-0.01,-0.01,-0.01,-0.01,0.00,-0.01
2021.4.14 10:16:49:138,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,-0.01,-0.02,-0.01,-0.01,0.00,-0.01
2021.4.14 10:16:49:144,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,-0.01,-0.02,-0.01,-0.01,0.00,-0.01
2021.4.14 10:16:49:150,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,-0.01,-0.02,-0.02,0.00,-0.01,-0.01
2021.4.14 10:16:49:158,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.17,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,-0.01,-0.02,-0.02,0.00,-0.01,-0.01
2021.4.14 10:16:49:169,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,-0.01,-0.01,-0.02,0.00,-0.01,-0.02
2021.4.14 10:16:49:179,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.02,0.00,-0.01,-0.02
2021.4.14 10:16:49:190,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.02,0.01,-0.02,-0.02
2021.4.14 10:16:49:202,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.02,0.01,-0.02,-0.02
2021.4.14 10:16:49:214,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.03,0.00,-0.02,-0.02
2021.4.14 10:16:49:224,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.03,0.00,-0.02,-0.02
2021.4.14 10:16:49:235,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.23,0.04,-0.09,1.62,0.02,0.00,-0.01,-0.03,0.00,-0.02,-0.02
2021.4.14 10:16:49:247,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.14,0.24,0.04,-0.09,1.62,0.02,0.01,-0.01,-0.03,-0.01,-0.02,-0.01
2021.4.14 10:16:49:258,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.15,0.24,0.04,-0.09,1.62,0.02,0.01,-0.02,-0.03,-0.01,-0.02,-0.01
2021.4.14 10:16:49:276,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.15,0.24,0.04,-0.09,1.62,0.02,0.01,-0.02,-0.02,-0.01,-0.02,-0.01
2021.4.14 10:16:49:282,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.15,0.24,0.04,-0.09,1.62,0.02,0.01,-0.01,-0.02,-0.01,-0.02,-0.01
2021.4.14 10:16:49:291,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.15,0.24,0.04,-0.09,1.62,0.02,0.01,-0.01,-0.02,-0.01,-0.02,-0.01
2021.4.14 10:16:49:302,0.12,1.14,0.27,-0.25,1.19,0.26,-0.17,0.18,-0.09,0.15,0.24,0.04,-0.09,1.62,0.02,0.01,-0.01,-0.02,-0.01,-0.02,-0.01
