time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 11:13:47:248,-0.06,0.86,0.22,0.04,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.02,1.60,0.04,0.05,-0.01,0.00,0.06,-0.02,0.00
2021.4.16 11:13:47:404,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.02,1.60,0.04,0.02,-0.01,0.00,0.05,-0.01,0.02
2021.4.16 11:13:47:416,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.02,1.60,0.04,0.02,-0.01,0.00,0.05,-0.01,0.01
2021.4.16 11:13:47:444,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.02,1.60,0.04,0.02,-0.01,0.01,0.05,0.00,0.01
2021.4.16 11:13:47:454,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.02,1.60,0.04,0.02,-0.01,0.01,0.06,0.01,0.00
2021.4.16 11:13:47:461,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.03,-0.01,0.01,0.06,0.02,0.00
2021.4.16 11:13:47:468,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.03,-0.01,0.01,0.06,0.02,0.00
2021.4.16 11:13:47:475,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.03,0.00,0.01,0.06,0.02,0.01
2021.4.16 11:13:47:486,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.04,-0.01,0.00,0.06,0.03,0.00
2021.4.16 11:13:47:497,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.04,0.00,0.00,0.06,0.03,0.00
2021.4.16 11:13:47:509,-0.05,0.86,0.22,0.05,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.05,0.00,0.00,0.06,0.03,0.00
2021.4.16 11:13:47:520,-0.05,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.05,0.00,0.00,0.06,0.02,0.00
2021.4.16 11:13:47:533,-0.05,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.06,0.00,0.00,0.06,0.02,0.01
2021.4.16 11:13:47:542,-0.05,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.06,-0.01,0.00,0.06,0.01,0.01
2021.4.16 11:13:47:556,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,0.00,0.05,0.01,0.01
2021.4.16 11:13:47:565,-0.04,0.87,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,0.00,0.05,0.00,0.01
2021.4.16 11:13:47:578,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,0.00,0.05,-0.01,0.01
2021.4.16 11:13:47:587,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,0.00,0.05,-0.01,0.01
2021.4.16 11:13:47:599,-0.04,0.87,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.08,-0.01,0.00,0.06,-0.02,0.01
2021.4.16 11:13:47:609,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.08,-0.01,-0.01,0.07,-0.02,0.01
2021.4.16 11:13:47:623,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,-0.01,0.08,-0.02,0.01
2021.4.16 11:13:47:632,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.08,-0.01,-0.01,0.09,-0.02,0.01
2021.4.16 11:13:47:643,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,-0.01,0.09,-0.02,0.01
2021.4.16 11:13:47:654,-0.04,0.86,0.22,0.06,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,-0.01,1.60,0.04,0.07,-0.01,-0.01,0.10,-0.02,0.02
2021.4.16 11:13:47:665,-0.03,0.87,0.22,0.07,1.15,0.22,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.00,0.00,0.10,-0.03,0.02
2021.4.16 11:13:47:676,-0.03,0.87,0.22,0.07,1.15,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.00,0.00,0.11,-0.03,0.03
2021.4.16 11:13:47:687,-0.03,0.87,0.23,0.07,1.15,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.01,0.01,0.11,-0.04,0.03
2021.4.16 11:13:47:699,-0.03,0.87,0.23,0.07,1.15,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.02,0.02,0.12,-0.04,0.04
2021.4.16 11:13:47:710,-0.03,0.87,0.23,0.07,1.15,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.03,0.03,0.14,-0.05,0.04
2021.4.16 11:13:47:723,-0.03,0.87,0.23,0.07,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.07,0.04,0.05,0.15,-0.06,0.05
2021.4.16 11:13:47:733,-0.03,0.87,0.23,0.07,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.05,0.07,0.16,-0.06,0.06
2021.4.16 11:13:47:744,-0.03,0.87,0.23,0.08,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.07,0.08,0.16,-0.07,0.06
2021.4.16 11:13:47:755,-0.03,0.87,0.23,0.08,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.10,0.10,0.17,-0.08,0.07
2021.4.16 11:13:47:766,-0.03,0.87,0.23,0.08,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.12,0.12,0.17,-0.08,0.07
2021.4.16 11:13:47:777,-0.03,0.87,0.23,0.08,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.14,0.14,0.17,-0.09,0.08
2021.4.16 11:13:47:788,-0.03,0.87,0.24,0.08,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.16,0.16,0.17,-0.10,0.08
2021.4.16 11:13:47:799,-0.02,0.88,0.24,0.09,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.17,0.18,0.17,-0.10,0.08
2021.4.16 11:13:47:811,-0.02,0.88,0.24,0.09,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.05,0.21,0.20,0.18,-0.11,0.09
2021.4.16 11:13:47:821,-0.02,0.88,0.24,0.09,1.14,0.23,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.05,0.23,0.21,0.18,-0.11,0.09
2021.4.16 11:13:47:833,-0.02,0.89,0.24,0.09,1.14,0.24,-0.12,0.19,-0.07,0.22,0.18,-0.07,0.00,1.60,0.04,0.06,0.25,0.22,0.19,-0.11,0.08
2021.4.16 11:13:47:844,-0.02,0.89,0.25,0.09,1.13,0.24,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.00,1.60,0.04,0.06,0.27,0.23,0.21,-0.10,0.08
2021.4.16 11:13:47:855,-0.02,0.89,0.25,0.10,1.13,0.24,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.01,1.60,0.04,0.07,0.29,0.25,0.23,-0.08,0.08
2021.4.16 11:13:47:866,-0.02,0.90,0.25,0.10,1.13,0.24,-0.12,0.19,-0.07,0.22,0.18,-0.06,0.01,1.60,0.04,0.07,0.30,0.25,0.24,-0.07,0.07
2021.4.16 11:13:47:878,-0.02,0.90,0.26,0.10,1.13,0.24,-0.12,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.06,0.32,0.27,0.27,-0.04,0.07
2021.4.16 11:13:47:889,-0.02,0.90,0.26,0.11,1.13,0.24,-0.12,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.05,0.33,0.27,0.29,-0.01,0.06
2021.4.16 11:13:47:900,-0.02,0.91,0.26,0.11,1.13,0.24,-0.12,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.05,0.34,0.27,0.30,0.00,0.06
2021.4.16 11:13:47:911,-0.02,0.91,0.27,0.11,1.13,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.04,0.35,0.27,0.30,0.03,0.06
2021.4.16 11:13:47:922,-0.02,0.91,0.27,0.12,1.13,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.03,0.36,0.27,0.29,0.07,0.05
2021.4.16 11:13:47:934,-0.02,0.92,0.27,0.12,1.13,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.01,0.38,0.26,0.29,0.12,0.05
2021.4.16 11:13:47:944,-0.02,0.92,0.27,0.12,1.14,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,0.00,0.39,0.25,0.29,0.16,0.04
2021.4.16 11:13:47:955,-0.02,0.93,0.28,0.13,1.14,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,-0.02,0.40,0.24,0.33,0.23,0.02
2021.4.16 11:13:47:967,-0.02,0.93,0.28,0.13,1.14,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.60,0.04,-0.04,0.41,0.23,0.34,0.28,0.01
2021.4.16 11:13:47:978,-0.02,0.94,0.28,0.13,1.15,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.05,0.42,0.23,0.33,0.34,0.00
2021.4.16 11:13:47:989,-0.02,0.94,0.29,0.14,1.15,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.06,0.43,0.22,0.31,0.41,-0.01
2021.4.16 11:13:48:00,-0.02,0.95,0.29,0.14,1.16,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.06,0.45,0.21,0.30,0.46,-0.02
2021.4.16 11:13:48:11,-0.02,0.96,0.29,0.14,1.16,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.05,0.47,0.21,0.30,0.52,-0.04
2021.4.16 11:13:48:23,-0.02,0.96,0.29,0.15,1.17,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.04,0.48,0.20,0.32,0.56,-0.06
2021.4.16 11:13:48:34,-0.02,0.97,0.29,0.15,1.18,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.03,0.48,0.20,0.33,0.60,-0.08
2021.4.16 11:13:48:45,-0.02,0.97,0.30,0.16,1.19,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,-0.01,0.48,0.19,0.34,0.64,-0.08
2021.4.16 11:13:48:56,-0.02,0.98,0.30,0.16,1.19,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,0.00,0.47,0.18,0.33,0.66,-0.09
2021.4.16 11:13:48:67,-0.02,0.98,0.30,0.17,1.20,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.01,1.59,0.04,0.03,0.45,0.14,0.31,0.67,-0.10
2021.4.16 11:13:48:79,-0.02,0.99,0.30,0.17,1.21,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.06,0.42,0.12,0.28,0.67,-0.10
2021.4.16 11:13:48:90,-0.01,0.99,0.30,0.17,1.21,0.24,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.08,0.40,0.10,0.24,0.67,-0.09
2021.4.16 11:13:48:101,-0.01,1.00,0.30,0.17,1.22,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.11,0.37,0.09,0.20,0.67,-0.09
2021.4.16 11:13:48:112,-0.01,1.00,0.30,0.17,1.23,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.13,0.34,0.07,0.16,0.66,-0.08
2021.4.16 11:13:48:123,-0.01,1.00,0.30,0.18,1.24,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.16,0.31,0.06,0.12,0.65,-0.06
2021.4.16 11:13:48:138,-0.01,1.01,0.30,0.18,1.25,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.60,0.04,0.19,0.28,0.06,0.07,0.62,-0.04
2021.4.16 11:13:48:150,0.00,1.01,0.30,0.18,1.25,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.02,1.59,0.04,0.21,0.26,0.05,0.02,0.60,-0.03
2021.4.16 11:13:48:162,0.00,1.01,0.31,0.18,1.26,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.03,1.59,0.04,0.23,0.23,0.05,-0.02,0.57,-0.02
2021.4.16 11:13:48:174,0.00,1.01,0.31,0.18,1.27,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.03,1.59,0.04,0.23,0.22,0.05,-0.05,0.54,-0.02
2021.4.16 11:13:48:184,0.00,1.02,0.31,0.17,1.27,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.03,1.59,0.04,0.23,0.19,0.03,-0.08,0.52,-0.01
2021.4.16 11:13:48:195,0.01,1.02,0.31,0.17,1.28,0.23,-0.11,0.19,-0.07,0.23,0.18,-0.06,0.03,1.58,0.04,0.23,0.18,0.02,-0.11,0.46,-0.02
2021.4.16 11:13:48:207,0.01,1.02,0.31,0.17,1.28,0.23,-0.11,0.19,-0.06,0.23,0.18,-0.06,0.03,1.58,0.04,0.24,0.17,0.01,-0.11,0.42,-0.03
2021.4.16 11:13:48:218,0.01,1.02,0.31,0.17,1.28,0.23,-0.11,0.19,-0.06,0.23,0.18,-0.06,0.03,1.59,0.04,0.25,0.17,0.00,-0.11,0.36,-0.05
2021.4.16 11:13:48:229,0.01,1.02,0.31,0.17,1.29,0.23,-0.11,0.19,-0.06,0.23,0.18,-0.06,0.04,1.59,0.04,0.28,0.17,0.00,-0.10,0.32,-0.06
